id,text,query
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_227_9","Page 228 of 261 
f) Subsequently, the listed entity shall inform the stock exchange(s), the actual 
impact (monetary or otherwise) along with corrective actions taken by the listed 
entity pursuant to the withdrawal, cancellation or suspension of the key license/ 
approval.   
 
13. Delay or default in the payment of fines, penalties, dues, etc. to any regulatory, 
statutory, enforcement or judicial authority: 
a) name of the authority; 
b) details of fines, penalties, dues, etc. including amount; 
c) due date of payment; 
d) reasons for delay or default in payment; 
e) impact on financial, operation or other activities of the listed entity, quantifiable 
in monetary terms to the extent possible. 
 
In addition to the above, details of payment including date of payment and amount paid 
shall be disclosed upon payment of the fines, penalties, dues, etc. 
 
C. Details which a listed entity need to disclose in terms of Para C of Part A of Schedule III 
of LODR Regulations.","""listed entity disclosure requirements"""
/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master Circular for Issue of Capital and Disclosure Requirements.pdf_27_30,"application to RTA and 
block funds in shareholders 
account. 
Additional Online mode:  
 
Using the facility of l inked 
online trading, demat and 
bank account (3-in-1 type 
accounts), provided by 
some of the brokers. 
 
9.3. Period of subscription: The payment period for p ayment of balance money in 
calls shall be kept open for fifteen days. 
9.4. Disclosures in the Letter of Offer: The intermediaries including the issuer 
company and its RTA shall provide necessary guidance to the specified security 
holders in use of ASBA mechanism while making payment of calls. 
                                              
 
49 SEBI Circular no. SEBI/HO/CFGD/DIL1/CIR/238/2020 dated December 08, 2020 
50 SEBI Circular no. SEBI/HO/CFGD/DIL1/CIR/238/2020 dated December 08, 2020","""SEBI ASBA mechanism payment calls"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_113_41","requires that we plan and perform the review to obtain moderate assurance as to whether the 
financial statements are free of  material misstatement. A review is limited primarily to inquiries of 
company personnel and analytical procedures applied to financial data and thus provides less 
assurance than an audit. We have not performed an audit and accordingly, we do not express an  
audit opinion.  
In the conduct of our Review we have relied on the review reports in respect of non -performing 
assets received from concurrent auditors of __ branches, inspection teams of the bank of ___ 
branches and other firms of auditors of __ branches  specifically appointed for this purpose. These 
review reports cover__ percent of the advances portfolio of the bank. Apart from these review 
reports, in the conduct of our review, we have also relied upon various returns received from the 
branches of the bank.","""financial statement review"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_92_4","due to change(s) in accounting policies shall be disclosed by means of a footnote.  
 
c. # - Exceptional and/or Extraordinary items adjusted in the Statement of Profit and Loss in 
accordance with Ind-AS Rules / AS Rules, whichever is applicable.","""ind as accounting policies footnote"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_95_16","considered. 
 
x. Obtain Management Representations including those relating to the Consolidated 
Financial Statements / Results. 
 
xi. Evaluate and consider all Reporting Considerations including those communicated by 
the other auditors, 
 
xii. Include in the audit / review documentation, the matters specified in SA 600 Para 18.","""auditor responsibilities in financial reporting"""
/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master Circular for Issue of Capital and Disclosure Requirements.pdf_91_17,Page 92 of 132,"""page 92"""
/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master Circular for Issue of Capital and Disclosure Requirements.pdf_26_26,"implemented strictly.46 
8.4. Merchant Bankers shall  ensure that an appropriate disclosure is made in the offer 
document specifying the range of fee that SCSBs would be entitled to for processing 
such ASBA forms procured by Intermediaries and submitted to SCSBs.47 
8.5. Payment of Processing Fee to SCSBs 48: To clai m the processing fee, SCSBs 
shall make an application to the Merchant Bankers in the format prescribed in 
Annexure XIII with a copy to the Registrar to the Issue, subject to the following 
conditions: 
8.5.1. The application shall be made no later than 30 days from the finalization of 
basis of allotment by Registrar to the Issue. 
                                              
 
43 SEBI Circular no. SEBI/CFD/DIL/ASBA/1/2009/30/12 dated December 30, 2009 
44 SEBI Circular no. CIR/CFD/DIL/8/2010 dated October 12, 2010 
45 SEBI Circular no. CIR/CFD/POLICYCELL/11/2015  dated November 10, 2015 
46 SEBI Circular no. CIR/CFD/POLICYCELL/11/2015  dated November 10, 2015","""ASBA processing fee"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_53_14","exchange(s) where the shares of the entity are listed 
 
8.4. The recognised stock exchange(s) shall move bac k the scrip of the listed entity from ""Z"" 
category to the normal trading category (if not suspended as specified in paragraph 9 below),","""stock exchange move scrip category"""
/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master Circular for Issue of Capital and Disclosure Requirements.pdf_64_14,"Page 65 of 132 
 
 
Sr. 
No. 
Particular Field Description Source for 
information 
Timeline for 
submission 
15 Name of the Company Name 
Issuer in consultation 
with Lead Manager (if 
appointed) 
Data from 15 to 
33 shall be 
submitted by 
the Lead 
Manager or the 
issuer (in case 
Lead Manager 
is not required 
to be 
appointed) 
before grant of 
trading 
approval by the 
Exchange(s) 
16 ISIN ISIN 
17 Corporate Identity Number (CIN) of the 
Listed Entity 
CIN 
18 Permanent Account Number (PAN) PAN 
19 BSE Scrip code   
20 NSE Symbol   
21 MSEI Symbol   
22 Record Date Date 
23 Rights Ratio  x:y 
24 Offer price (per share) In Rs. 
25 Issue opening date Date 
26 Issue closing date Date 
27 Right entitlement opening date Date 
28 Right entitlement closing date Date 
29 Date of Allotment of shares Date 
30 Number of shares allotted  No. of shares 
31 Number of shares kept in abeyance  No. of shares 
32 Amount Raised Rs. in Lakhs 
33 Number of shares Listed in the issue No. of shares","""company information submission requirements"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_226_8","whatever name called, including comfort letter, side letter, etc., shall also be required 
to be disclosed in case the amount involved in terms of outstanding guarantees, 
indemnity or surety for a third party become material on a cumulative basis. 
 
12. Granting, withdrawal, surrender, cancellation or suspension of key licenses or 
regulatory approvals:  
a) name of the regulatory or licensing authority;   
b) brief details of the approval/license obtained/ withdrawn/ surrendered;   
c) impact/relevance of such approval/license to the listed entity;  
d) withdrawal/cancellation or suspension of licence/approval by the regulatory or 
licensing authority, with reasons for such action, estimated impact (monetary or 
otherwise) on the listed entity and penalty, if any;  
e) period for which such approval/license is/was valid;","""disclose guarantees indemnity surety regulatory approvals"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_213_16","details of the same;  
h) cost of acquisition and/or the price at which the shares are acquired;   
i) percentage of shareholding / control acquired and / or number of shares acquired;  
j) brief background about the entity acquired in terms of  products/line of business 
acquired, date of incorporation, history of last 3 years turnover, country in which 
the acquired entity has presence and any other significant information (in brief);  
 
1.2. Amalgamation/ Merger:  
 
a) name of the entity(ies) forming part  of the amalgamation/merger, details in brief 
such as, size, turnover etc.;  
b) whether the transaction would fall within related party transactions? If yes, whether 
the same is done at “arm’s length”;  
c) area of business of the entity(ies);  
d) rationale for amalgamation/ merger;  
e) in case of cash consideration – amount or otherwise share exchange ratio;  
f) brief details of change in shareholding pattern (if any) of listed entity.","""merger and acquisition details"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_56_24","to ensure compliance. 
 
4.2. On observing non-compliance: 
 
4.2.1. The recognized stock exchange shall impose a fine of ₹ 5,000/- per day of non-
compliance on the listed entity and such fine shall continue to be imposed till the 
date of compliance by such listed entity. 
 
4.2.2. The recognized stock exchange shall intimate the dep ositories to freeze the 
entire shareholding of the promoter and promoter group in such listed entity till 
the date of compliance by such entity. The above restriction shall not be an 
impediment for the entity for compliance with the minimum public sharehol ding 
norms through the methods specified/approved by SEBI. 
 
4.2.3. The promoters, promoter group and directors of the listed entity shall not hold 
any new position as director in any other listed entity till the date of compliance 
by such entity. An intimation to this effect shall be provided to the listed entity by","""SEBI compliance fine"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_38_18","Page 39 of 261 
 
Section VI-C: e-voting facility provided by listed entities27 
 
1. Under Regulation 44(1) of LODR Regulations, listed entities are required to provide remote 
e-voting facility to its shareholders, in respect of all shareholders’ resolutions. However, it 
has been observed that the participation by the public non-institutional shareholders/ retail 
shareholders is at a negligible level. 
 
2. In order to increase the efficiency of the voting process, it has been decided to enable e -
voting to all the demat account holders, by way of a single login credential, through their 
demat accounts/ websites of Depositories/ Depository Participants. Demat account holders 
would be able to cast their vote without having to register again with the ESPs, thereby, 
not only facilitating seamless authentication but also enhancing ease and convenience of 
participating in e -voting process. The following o ptions shall be provided to the 
shareholders:","""e-voting facility listed entities shareholders"""
/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master Circular for Issue of Capital and Disclosure Requirements.pdf_0_1,"Securities and Exchange Board of India (Issue of Capital and Disclosure Requirements) 
Regulations, 2018 ( “ICDR Regulations”). In order to enable the stakeholders to have 
access to all such circulars at one place, SEBI had issued a Master Circular dated June 
21, 2023 by consolidating all relevant circulars issued till June 21, 2023. 
2. Subsequently, SEBI had issued new circulars on provisions relating to the ICDR 
Regulations. In view of the same, the Master Circular dated June 21, 2023 has been 
updated to include all relevant circulars that were issued on / before September 30, 
2024. The instant master circular supersedes the Master Circular  dated June 21, 2023  
for ICDR Regulations. 
3. The Master Circular provides a chapter -wise framework for compliance with various 
obligations under the ICDR Regulations. For ease of reference,  each chapter of this 
circular contains footnotes corresponding to the respective circulars.","""SEBI ICDR Regulations Master Circular"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_250_22","3. Method of evaluation: 
As a global best practice, the method of evaluation is generally in 2 ways:  
a. Internal assessment  
b. Assessment by external experts  
 
 
Internal assessment: 
Internal assessment of the Board is crucial. Who should evaluate whom is provided in 
the Companies Act and SEBI LODR as specified above.  
 
The internal assessment may be done by following methods:  
a. A detailed Questionnaire to be circulated to individual directors, Committees, Board, 
etc.   
b. Oral assessments provided by the person on interviews  
 
If deemed fit, the questionnaire may enable written answers to be submitted on a 
confidential basis. If due to various reasons, members are not willing to provide written 
inputs, the Chairperson or any other person may take initiative and obtain views of such 
members on a confidential basis.","""Board evaluation methods"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_123_38","We communicate with those charged with governance of the Bank and such other entities included 
in the consolidated Financial Results of which we are the independent auditors r egarding, among 
other matters, the planned scope and timing of the audit and significant audit findings, including any 
significant deficiencies in internal control that we identify during our audit.  
We also provide those charged with governance with a sta tement that we have complied with 
relevant ethical requirements regarding independence, and to communicate with them all 
relationships and other matters that may reasonably be thought to bear on our independence, and 
where applicable, related safeguards.  
We also performed procedures in accordance with the circular issued by the SEBI under Regulation 
33(8) of the LODR Regulations, as amended, to the extent applicable.  
Other Matters  
 
The consolidated Financial Results include the audited Financial Results of ______ subsidiaries,","""Independent auditor communication with governance"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_70_6","State 
Government 
is a 
promoter 
                              NA         
  Name (Xyz)                               NA         
  Sub-Total 
B(3) 
                              NA         
(4) Non-
institutions 
                              NA         
(a) Associate 
companies / 
Subsidiaries 
                              NA","""state government promoter"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_59_34","rights issue, preferential issue, Qualified Institutions Placement etc. 
135-136 
15.  Format for the annual secretarial compliance report 137-140 
16.  Format of the BRSR 141-178 
17.  Guidance note for BRSR 179-205 
     17A. Format of BRSR Core 206-213 
18.  Details to be provided while disclosing events given in Part A of 
Schedule III of the LODR Regulations 
214-228 
     18A. Timeline for disclosing events given in  Part A of Schedule III of the 
LODR Regulations 
229-234  
19.  Guidance on when an event / Information can be said to have occurred 
for disclosures under regulation 30 of the LODR Regulations 
235 
     19A. Guidance on the criteria for determination of mate riality of events/ 
information  
236 
    19AA. Framework for considering unaffected Price  237-239 
20.  Format for disclosure of divergence in Asset Classification and 
provisioning for NPAs 
240","""lodr regulations compliance report"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_215_23","g) in case of issuance of debt securities or other non-convertible securities the listed 
entity shall disclose following additional details to the stock exchange(s):  
i. size of the issue;","""debt securities issuance requirements"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_243_1","the performance of board and management.  
3. Evaluation of independent directors : The performance evaluation of independent 
directors shall be done by the entire Board of Directors, excluding the director being 
evaluated. 
 
4. Disclosure requirements: 
a. A statement indicating the manner in which formal annual evaluation has been 
made by the Board of its own performance and that of its committees and 
individual directors shall be included in the report by Board of Directors placed 
in the general meeting.   
b. The performance evaluation criteria for independent directors  shall be 
disclosed in the section on the corporate governance of the annual report.","""board performance evaluation"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_65_44","Page 66 of 261 
 
Table I - Summary Statement showing holding of specified securities of the listed entity 
Category 
 
(I) 
Category of 
shareholder 
 
(II) 
No. of 
shareholders 
 
(III) 
No. of 
fully 
paid up 
equity 
shares 
held 
 
(IV) 
No. of 
Partly 
paid-up 
equity 
shares 
held 
 
(V) 
No. of  
shares 
underlying 
Depository 
Receipts 
 
(VI) 
 
Total 
nos. 
shares 
held 
 
(VII) = 
(IV)+(V)+ 
(VI) 
Shareholding 
as a % of 
total no. of 
shares 
(calculated 
as per SCRR, 
1957) 
 
(VIII) 
As a % of 
(A+B+C2) 
 
Number of Voting 
Rights held in each 
class of securities 
(IX) 
 
No. of 
Shares 
Underlying 
Outstanding 
convertible 
securities 
(including 
Warrants) 
 
(X) 
 
Shareholding, 
as a % 
assuming full 
conversion of 
convertible 
securities (as 
a percentage 
of 
diluted share 
capital) 
 
(XI)= (VII)+(X) 
As a % of 
(A+B+C2) 
 
 
 
 
 
 
 
 
 
Number of 
Locked in 
shares 
 
(XII) 
Number of 
Shares  
pledged or 
otherwise 
encumbered 
(XIII) 
Number of 
equity","""shareholding statement"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_256_38","Page 257 of 261 
 
Sl. 
No
. 
Circular Number Subject Date 
28.  SEBI/HO/CFD/CMD1/
CIR/P/2019/36 
Modification of circular dated December 7, 2018 on 
‘Disclosure of significant beneficial ownership in 
the shareholding pattern’ 
March 12, 
2019 
29.  CIR/CFD/CMD1/44/20
19 
Procedure and formats for limited review / audit 
report of the listed entity and those entities whos e 
accounts are to be consolidated with the listed 
entity 
March 29, 
2019 
30.  SEBI/HO/CFD/CMD1/
CIR/P/2019/78 
Modification of circular dated September 24, 2015 
on ‘Format for compliance report on Corporate 
Governance to be submitted to Stock Exchange (s) 
by Listed Entities’ 
July 16, 2019 
31.  CIR/CFD/CMD1/79/20
19 
Modification of circular dated July 18, 2017 on 
‘Disclosure of divergence in the asset classification 
and provisioning by banks’ 
July 17, 2019 
32.  CIR/CFD/CMD1/ 80 
/2019 
Procedure and formats for limited rev iew / audit 
report of the listed entity and those entities whose","""sebi circulars 2019"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_113_43","income recognition, asset classification, provisioning and other related matters.  
[Insert Emphasis of Matter Paragraph]69 
 
Our conclusion is not modified in respect of this matter.  
For XYZ & Co.  
Chartered Accountants  
 
 
Signature  
(Name of the member signing the review report)   
(Designation)70 
(Membership Number)  
UDIN  
Place of signature  
Date  
                                                           
69 If applicable, based on facts and circumstances of the engagement. 
70 Partner or proprietor, as the case may be.","""chartered accountants report on income recognition and asset classification"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_12_36","such a listed entity to submit to the stock exchange, a comparative analysis of the corporate 
governance provisions that are applicable in its home country and in the other jurisdictions in 
which its equity shares are listed along with the compliance of the same vis-à-vis the corporate 
governance requirements applicable under regulation 17 to regulation 27, to other listed 
entities. 
 
3. To give effect to sub-regulation (2) of regulation 72, listed entities shall be guided by the formats 
specified in Annexures 3-6 of this circular. The listed entity shall include an additional column 
confirming whether the requirement in the row item, originating from the LODR Regulations, is 
applicable in its home country and other jurisdictions in which its equity shares are listed. Such 
reports shall follow the periodicity applicable in its home country and other jurisdictions in which 
its equity shares are listed.","""corporate governance requirements for listed entities"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_194_16","Page 195 of 261 
 
PRINCIPLE 6 Businesses should respect and make efforts to protect and restore the 
environment 
 
Essential Indicators 
Q. No.  Field Name Instruction/Guidance 
1.  Details of total energy 
consumption and 
energy intensity  and 
Break-up of the total 
energy consumed 
from renewable and 
non-renewable 
sources 
1. The entity shall report the total electricity consumed, fuel 
consumed and energy consumed from other sources during 
the reporting period, as applicable. Entities may also specify 
the other sources, in case the same are significant. 
 
2. Under this field, the entity shall provide a break -up of 
electricity, fue l and other energy consumption , from 
renewable and non-renewable sources.  
 
3. Non-renewable energy sources are those that cannot be 
replenished, reproduced, grown or generated in a short time 
period through ecological cycles or agricultural processes. 
These include fuel distilled from petroleum or crude oil, such","""environmental sustainability business principles"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_92_3","Comprehensive Income (after tax)] 
   
6.  Equity Share Capital     
7.  
Reserves (excluding Revaluation 
Reserve) as shown in the Audited 
Balance Sheet of the previous year.  
   
8.  
Earnings Per Share (of Rs. ___/- 
each) (for continuing and 
discontinued operations) -  
1. Basic:  
2. Diluted:  
   
Note:  
a. The above is an extract of the detailed format of Quarterly/Annual Financial Results filed with the 
Stock Exchanges under Regulation 33 of the SEBI (Listing and Other Disclosure Requirements) 
Regulations, 2015. The full format of the Quarterly/Annual Financial Results are available on the 
websites of the Stock Exchange(s) and the listed entity. (URL of the filings).  
 
b. The impact on net profit / loss, total comprehensive income or any other relevant financial item(s) 
due to change(s) in accounting policies shall be disclosed by means of a footnote.  
 
c. # - Exceptional and/or Extraordinary items adjusted in the Statement of Profit and Loss in","""financial statements format"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_17_3","Page 18 of 261 
 
Section III-B:Disclosure and other obligations of listed entities in relation to Related 
Party Transactions12 
 
1. Regulation 23(9) of the LODR Regulations inter-alia requires listed entities to disclose Related 
Party Transactions (RPTs), on a half -yearly basis, in the format specified by the Board and 
within the timelines specified in the regulations.  
 
2. Accordingly, listed entities shall make RPT disclosures in the  format specified in Annexure 
13 to this circular.  
 
3. Further, it has been decided to specify the information to be placed before the audit committee 
and the shareholders for consideration of RPTs. The same is detailed in the following 
paragraphs.  
 
(A) Information to be reviewed by the Audit Committee for approval of RPTs 
 
4. The listed entity shall provide the following information, for review of the audit committee for 
approval of a proposed RPT: 
a. Type, material terms and particulars of the proposed transaction;","""related party transactions lodr regulations"""
/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master Circular for Issue of Capital and Disclosure Requirements.pdf_2_6,"warrants (‘NCDs with Warrants’) in terms of Chapter VI – Qualified Institutions 
Placement of SEBI (Issue of Capital and Disclosure Requirements) Regulations, 2018
................................ ................................ ................................ ................................ .................. 17 
Chapter 7: Framework for the process of recognition of investors for the purpose of 
Innovators Growth Platform ................................ ................................ ................................ . 18 
Chapter 8: Issue Summary Docum ent (ISD) and dissemination of issue 
advertisements ................................ ................................ ................................ ....................... 19 
Chapter 9: Applications Supported by Blocked Amount (ASBA) Facility ...................... 21 
Chapter 10: Use of Unified Payment Interface (UPI) in Public Issue ...............................  29","""SEBI regulations warrants issue of capital"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_172_3","Page 173 of 261 
 
PRINCIPLE 7 Businesses, when engaging in influencing public and 
regulatory policy, should do so in a manner that is responsible and 
transparent 
Essential Indicators 
1. a. Number of affiliations with trade and industry chambers/ associations. 
b. List the top 10 trade and industry chambers/ associations (determined based on  the total 
members of such body)the entity is a member of/ affiliated to. 
 
S. No. Name of the trade and industry chambers/ 
associations 
Reach of trade and industry 
chambers/ associations 
(State/National) 
1   
2   
3   
4   
5   
6   
7   
8   
9   
10   
 
 
2. Provide details of corrective action taken or underway on any issues related to anti -competitive 
conduct by the entity, based on adverse orders from regulatory authorities.  
 
Name of authority  Brief of the case Corrective action taken  
    
  
 
Leadership Indicators 
 
1. Details of public policy positions advocated by the entity: 
S. No. Public policy 
advocated","""responsible corporate influence and public policy"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_229_13","Page 230 of 261 
Para 
/ 
sub-
para 
Events Timeline for 
disclosure 
para 4 of Para A 
of Schedule III. 
5. Agreements (viz. shareholder agreement(s), joint venture 
agreement(s), family settlement agreement(s) (to the extent 
that it impacts management and control of the li sted entity), 
agreement(s)/treaty(ies)/contract(s) with media companies) 
which are binding and not in normal course of business, 
revision(s) or amendment(s) and termination(s) thereof. 
 
Within 12 hours * 
(for agreements 
where listed 
entity is a party); 
 
Within 24 hours  
(for agreements 
where listed 
entity is not a 
party). 
5A. Agreements entered into by the shareholders, promoters, 
promoter group entities, related parties, directors, key 
managerial personnel, employees of the listed entity or of its 
holding, subsidiary or associate company, among themselves 
or with the listed entity or with a third party, solely or jointly, 
which, either directly or indirectly or potentially or whose","""Schedule III disclosure timeline agreements"""
/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master Circular for Issue of Capital and Disclosure Requirements.pdf_131_1,"Regulations 
48.  August 09, 
2023 
SEBI/HO/CFD/TPD1/CIR/P/2023/140 Reduction of timelin e for listing 
of shares in Public Issue from 
existing T+6 days to T+3 days 
49.  February 06, 
2024 
SEBI/HO/CFD/PoD-1/P/CIR/2024/009 Guidelines for returning of draft 
offer document and its 
resubmission 
50.  May 24, 2024 SEBI/HO/CFD/CFD-TPD-1/P/CIR/2024/55 Audiovisual  (AV)  presentation  
of  disclosures  made  in  Public  
Issue  Offer Documents","""sebi regulations public issue"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_239_42","Page 240 of 261 
 
ANNEXURE 20 
FORMAT FOR DISCLOSURE OF DIVERGENCE IN ASSET CLASSIFICATION AND 
PROVISIONING FOR NPAS 
 
 
Sr. 
No.   
Particulars  Amount  (in 
₹ Crore) 
1.  Gross NPAs as on March 31, 20XX* as reported by the bank   
2.  Gross NPAs as on March 31, 20XX as assessed by RBI   
3.  Divergence in Gross NPAs (2-1)   
4.  Net NPAs as on March 31, 20XX as reported by the bank   
5.  Net NPAs as on March 31, 20XX as assessed by RBI   
6.  Divergence in Net NPAs (5-4)   
7.  Provisions for NPAs as on March 31, 20XX as reported by the 
bank   
8.  Provisions for NPAs as on March 31, 20XX as assessed by 
RBI   
9.  Divergence in provisioning (8-7)   
10. Reported Profit before Provisions and Contingencies for the 
year ended March 31, 20XX 
 
11.  Reported Net Profit after Tax (PAT) for the year ended March 
31, 20XX   
12.  
Adjusted (notional) Net Profit after Tax (PAT) for the year ended 
March 31, 20X X after considering the divergence in 
provisioning","""NPAs asset classification provisioning"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_133_21","5. Each type of related party transaction (for e.g. sale of goods/services, purchase of goods/services or whether it involves a loan, inter-corporate deposit, advance 
or investment) with a single party shall be disclosed separately and there should be no clubbing or netting of transactions of same type. However, transactions 
with the same counterparty of the same type may be aggregated for the reporting period. For instance, sale transactions with the same party may be aggregated 
for the reporting period and purchase transactions may also be disclosed in a similar manner. There should be no netting off for sale and purchase transactions. 
Similarly, loans advanced to and received from the same counterparty should be disclosed separately, without any netting off.  
 
6. In case of a multi-year related party transaction: 
a. The aggregate value of such related party transaction as approved by the audit committee shall be disclose d in the column “Value of the related","""related party transactions accounting disclosure"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_31_1","the auditor shall, before such resignation, issue the limited review/ audit report for such 
quarter as well as the next quarter. 
 
6.1.3. Notwithstanding the above, if the auditor has signed the limited review/ audit report for 
the first three quarters of a financial year, then the auditor shall, before such 
resignation, issue the limited review/ audit report for the last quarter of such financial 
year as well as the audit report for such financial year. 
                                                           
24CIR/CFD/CMD1/114/2019 dated October 18, 2019.","""auditor resignation requirements"""
